Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
77;21100904410;"South Asian Journal of Business Studies";journal;"2398628X, 23986298";"Emerald Group Publishing Ltd.";No;No;0,656;Q1;29;36;70;2926;307;66;5,00;81,28;49,32;0;15;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2025";"Cultural Studies (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Business and International Management (Q2); Geography, Planning and Development (Q2); Marketing (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
78;5600153515;"Asian Studies Review";journal;"10357823, 14678403";"Taylor and Francis Ltd.";No;No;0,653;Q1;39;60;116;3827;223;111;1,75;63,78;31,87;0;17;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1970, 1990-2025";"Cultural Studies (Q1); History (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
79;26809;"Identities";journal;"15473384, 1070289X";"Routledge";No;No;0,647;Q1;51;88;139;4116;355;133;2,63;46,77;71,19;0;37;United Kingdom;Western Europe;"Routledge";"1994-2025";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)";"Arts and Humanities; Social Sciences"
80;29346;"South Atlantic Quarterly";journal;"00382876";"Duke University Press";No;No;0,647;Q1;52;50;174;2003;340;165;1,22;40,06;40,00;0;2;United States;Northern America;"Duke University Press";"1907, 1912, 1919, 1941, 1973, 1981, 1984, 1987, 1999, 2001-2025";"Cultural Studies (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
81;24200;"Review of Black Political Economy";journal;"00346446, 19364814";"Springer New York";No;No;0,644;Q1;26;32;66;1914;104;63;1,80;59,81;29,85;0;25;United States;Northern America;"Springer New York";"1970-2025";"Cultural Studies (Q1); Economics and Econometrics (Q2)";"Economics, Econometrics and Finance; Social Sciences"
82;18067;"Sociological Bulletin";journal;"00380229";"Indian Sociological Society";No;No;0,634;Q1;9;30;96;1223;241;88;1,09;40,77;55,17;0;8;India;Asiatic Region;"Indian Sociological Society";"1963, 1974, 1986, 1994-1996, 2014-2025";"Cultural Studies (Q1); History (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)";"Arts and Humanities; Social Sciences"
83;14234;"Cultural Studies";journal;"14664348, 09502386";"Taylor and Francis Ltd.";No;No;0,633;Q1;66;60;157;3202;329;148;1,76;53,37;53,25;0;22;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-1996, 1998-2001, 2003-2025";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1)";"Arts and Humanities; Social Sciences"
84;5700166187;"Du Bois Review";journal;"1742058X, 17420598";"Cambridge University Press";No;No;0,626;Q1;48;24;57;2254;139;57;2,15;93,92;43,59;0;9;United Kingdom;Western Europe;"Cambridge University Press";"2004-2024";"Anthropology (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1)";"Social Sciences"
85;21101040211;"Forum Scientiae Oeconomia";journal;"23534435, 23005947";"";Yes;Yes;0,607;Q1;19;29;103;1911;424;103;4,57;65,90;42,25;0;16;Poland;Eastern Europe;"";"2017-2024";"Cultural Studies (Q1); Law (Q1); Multidisciplinary (Q1); Business and International Management (Q2); Economics and Econometrics (Q2); Marketing (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Economics, Econometrics and Finance; Multidisciplinary; Social Sciences"
86;19700187614;"Journal of Latinos and Education";journal;"1532771X, 15348431";"Routledge";No;No;0,598;Q1;30;184;221;9459;396;208;1,61;51,41;64,68;1;69;United States;Northern America;"Routledge";"2010-2025";"Cultural Studies (Q1); Education (Q2)";"Social Sciences"
87;19700170190;"Journal of Men's Studies";journal;"10608265, 19330251";"SAGE Publications Inc.";No;No;0,598;Q1;23;45;70;3072;134;66;2,19;68,27;56,25;0;22;United Kingdom;Western Europe;"SAGE Publications Inc.";"2012-2025";"Cultural Studies (Q1); Gender Studies (Q2); Social Psychology (Q2)";"Psychology; Social Sciences"
88;145138;"Sexuality and Culture";journal;"10955143";"Springer New York";No;No;0,594;Q1;44;160;342;8894;800;334;2,23;55,59;63,72;1;74;United States;Northern America;"Springer New York";"2005-2025";"Cultural Studies (Q1); Gender Studies (Q2)";"Social Sciences"
89;5600155023;"Ethnography";journal;"17412714, 14661381";"SAGE Publications Ltd";No;No;0,588;Q1;61;45;163;2402;218;156;1,36;53,38;55,56;0;15;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2025";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)";"Arts and Humanities; Social Sciences"
90;17018;"New Perspectives on Turkey";journal;"08966346, 13053299";"Cambridge University Press";No;No;0,583;Q1;23;30;47;1881;84;37;1,42;62,70;46,88;0;9;United Kingdom;Western Europe;"Cambridge University Press";"1993, 1995, 1999-2002, 2008-2024";"Cultural Studies (Q1); History (Q1); Economics and Econometrics (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
91;12100155734;"Ethnography and Education";journal;"17457823, 17457831";"Routledge";No;No;0,582;Q1;27;29;80;1284;146;78;1,58;44,28;65,12;0;11;United Kingdom;Western Europe;"Routledge";"2010-2025";"Cultural Studies (Q1); Education (Q2); Gender Studies (Q2)";"Social Sciences"
92;21101038575;"Agrarian South";journal;"23210281, 22779760";"SAGE Publications Inc.";No;No;0,581;Q1;19;22;58;1109;71;53;1,19;50,41;42,31;0;6;United States;Northern America;"SAGE Publications Inc.";"2012-2025";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Ecology (Q2); Geography, Planning and Development (Q2)";"Environmental Science; Social Sciences"
93;4700152624;"Cultural Studies of Science Education";journal;"18711502";"Springer Netherlands";No;No;0,580;Q1;44;37;199;1906;411;195;1,86;51,51;69,57;0;17;Netherlands;Western Europe;"Springer Netherlands";"2006-2025";"Cultural Studies (Q1)";"Social Sciences"
94;21100795655;"AlterNative";journal;"11741740, 11771801";"SAGE Publications Inc.";No;No;0,579;Q1;29;81;211;3875;441;201;1,41;47,84;70,24;2;33;United Kingdom;Western Europe;"SAGE Publications Inc.";"2014, 2016-2025";"Anthropology (Q1); Cultural Studies (Q1); History (Q1)";"Arts and Humanities; Social Sciences"
95;27159;"Innovation: The European Journal of Social Science Research";journal;"13511610, 14698412";"Routledge";No;No;0,577;Q1;47;113;167;7337;447;150;2,63;64,93;43,46;5;63;United Kingdom;Western Europe;"Routledge";"1988-2025";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q2); Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
96;1200147101;"Sport in Society";journal;"17430445, 17430437";"Taylor and Francis Ltd.";No;No;0,575;Q1;55;150;387;9715;977;375;2,50;64,77;45,83;1;50;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2025";"Cultural Studies (Q1); Sports Science (Q3)";"Health Professions; Social Sciences"
97;21100469450;"Communication, Culture and Critique";journal;"17539129, 17539137";"John Wiley &amp; Sons Inc.";No;No;0,574;Q1;24;46;157;1945;282;155;1,97;42,28;58,57;0;22;United States;Northern America;"John Wiley &amp; Sons Inc.";"2015-2024";"Communication (Q1); Cultural Studies (Q1); Computer Science Applications (Q2)";"Computer Science; Social Sciences"
98;21100979259;"Transgender Studies Quarterly";journal;"23289252, 23289260";"Duke University Press";No;No;0,572;Q1;17;40;135;1545;280;123;2,25;38,63;54,29;0;8;United States;Northern America;"Duke University Press";"2019-2024";"Cultural Studies (Q1); Gender Studies (Q2)";"Social Sciences"
99;19700188147;"Journal of International and Intercultural Communication";journal;"17513065, 17513057";"Routledge";No;No;0,571;Q1;33;23;69;1501;177;67;2,69;65,26;55,56;0;5;United States;Northern America;"Routledge";"2008-2025";"Communication (Q1); Cultural Studies (Q1)";"Social Sciences"
100;19700201170;"Journal of China Tourism Research";journal;"19388160, 19388179";"Taylor and Francis Ltd.";No;No;0,558;Q1;32;75;136;5963;472;134;3,43;79,51;49,76;0;31;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Cultural Studies (Q1); Linguistics and Language (Q1); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
101;21100446528;"Journal of Organizational Ethnography";journal;"20466757, 20466749";"Emerald Group Publishing Ltd.";No;No;0,556;Q1;23;33;67;1767;107;59;1,50;53,55;67,86;0;7;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2025";"Anthropology (Q1); Cultural Studies (Q1); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)";"Business, Management and Accounting; Social Sciences"
102;6500153218;"Latin American and Caribbean Ethnic Studies";journal;"17442222, 17442230";"Routledge";No;No;0,547;Q1;21;35;75;1789;76;71;1,00;51,11;47,37;1;12;United Kingdom;Western Europe;"Routledge";"2006-2025";"Anthropology (Q1); Cultural Studies (Q1); Sociology and Political Science (Q2)";"Social Sciences"
103;21101109778;"Whiteness and Education";journal;"23793414, 23793406";"Informa UK Limited";No;No;0,542;Q1;15;36;51;2138;119;51;2,64;59,39;63,24;1;7;United Kingdom;Western Europe;"Informa UK Limited";"2016-2025";"Cultural Studies (Q1); Demography (Q2); Education (Q2)";"Social Sciences"
104;21101041553;"Tourism and Management Studies";journal;"21828466, 21828458";"University of Algarve";Yes;Yes;0,541;Q1;14;30;51;2341;275;51;4,85;78,03;55,56;0;12;Portugal;Western Europe;"University of Algarve";"2019-2025";"Cultural Studies (Q1); Business, Management and Accounting (miscellaneous) (Q2); Tourism, Leisure and Hospitality Management (Q2)";"Business, Management and Accounting; Social Sciences"
105;21100889414;"Qudus International Journal of Islamic Studies";journal;"24769304, 23551895";"STAIN Kudus";Yes;No;0,537;Q1;13;1;47;32;105;47;1,54;32,00;50,00;0;0;Indonesia;Asiatic Region;"STAIN Kudus";"2018-2024";"Cultural Studies (Q1); History (Q1); Religious Studies (Q1); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
106;5600152880;"Social Semiotics";journal;"10350330, 14701219";"Routledge";No;No;0,537;Q1;45;72;141;4484;346;136;2,11;62,28;46,67;1;21;United Kingdom;Western Europe;"Routledge";"1991-2025";"Cultural Studies (Q1); Linguistics and Language (Q1); Communication (Q2)";"Social Sciences"
107;27205;"Game Studies";journal;"16047982";"Game Studies";Yes;No;0,535;Q1;36;19;61;1112;75;56;1,31;58,53;36,00;0;1;Norway;Western Europe;"Game Studies";"2002-2006, 2008-2024";"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Applied Mathematics (Q2); Statistics, Probability and Uncertainty (Q2)";"Arts and Humanities; Decision Sciences; Mathematics; Social Sciences"
108;5700167221;"Journal of Contemporary European Studies";journal;"14782790, 14782804";"Routledge";No;No;0,534;Q1;29;137;201;9317;415;193;1,99;68,01;39,48;7;34;United Kingdom;Western Europe;"Routledge";"2007-2025";"Cultural Studies (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
109;21100779057;"World Leisure Journal";journal;"23334509, 16078055";"Taylor and Francis Ltd.";No;No;0,532;Q1;32;68;106;4262;292;92;2,82;62,68;43,75;0;24;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2025";"Cultural Studies (Q1); Tourism, Leisure and Hospitality Management (Q2); Social Psychology (Q3)";"Business, Management and Accounting; Psychology; Social Sciences"
110;21101043799;"Emotions and Society";journal;"26316900, 26316897";"Policy Press";No;No;0,531;Q1;10;25;59;1155;93;53;1,70;46,20;87,50;0;6;United Kingdom;Western Europe;"Policy Press";"2019-2024";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Social Psychology (Q3)";"Psychology; Social Sciences"
111;18000156705;"Soccer and Society";journal;"17439590, 14660970";"Routledge";No;No;0,529;Q1;40;93;226;4708;454;215;1,77;50,62;29,49;0;12;United Kingdom;Western Europe;"Routledge";"2009-2025";"Cultural Studies (Q1); Sociology and Political Science (Q2); Social Psychology (Q3)";"Psychology; Social Sciences"
112;21101108506;"Asia Pacific Translation and Intercultural Studies";journal;"23306351, 23306343";"Informa UK Limited";No;No;0,520;Q1;6;18;61;639;56;52;0,78;35,50;47,83;0;4;United Kingdom;Western Europe;"Informa UK Limited";"2019-2024";"Cultural Studies (Q1); Linguistics and Language (Q1)";"Social Sciences"
113;13414;"Contemporary Family Therapy";journal;"08922764, 15733335";"Kluwer Academic/Human Sciences Press Inc.";No;No;0,519;Q1;43;51;111;3004;198;108;1,69;58,90;61,84;0;12;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1986-2025";"Cultural Studies (Q1); Clinical Psychology (Q2); Social Sciences (miscellaneous) (Q2); Social Psychology (Q3)";"Psychology; Social Sciences"
114;5700154315;"Family and Consumer Sciences Research Journal";journal;"1077727X, 15523934";"Wiley-Blackwell";No;No;0,513;Q1;42;23;75;869;104;61;1,50;37,78;66,00;0;6;United States;Northern America;"Wiley-Blackwell";"1972-1973, 1994-2024";"Cultural Studies (Q1); Sociology and Political Science (Q2)";"Social Sciences"
115;21101075553;"Bulletin of ASOR";journal;"27693600, 27693589";"University of Chicago Press";No;No;0,505;Q1;24;18;60;1401;75;60;1,32;77,83;40,00;0;4;United States;Northern America;"University of Chicago Press";"2022-2024";"Archeology (Q1); Archeology (arts and humanities) (Q1); Cultural Studies (Q1); History (Q1)";"Arts and Humanities; Social Sciences"
116;5600155048;"Space and Culture";journal;"12063312";"SAGE Publications Inc.";No;No;0,502;Q1;50;43;168;2073;260;165;1,36;48,21;57,14;0;27;United States;Northern America;"SAGE Publications Inc.";"1997-2025";"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Geography, Planning and Development (Q2); Urban Studies (Q2); Tourism, Leisure and Hospitality Management (Q3)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
117;21100897232;"REICE. Revista Iberoamericana Sobre Calidad, Eficacia y Cambio en Educacion";journal;"16964713";"Universidad Autonoma de Madrid";Yes;Yes;0,497;Q1;29;26;94;1144;203;93;1,62;44,00;59,46;0;15;Spain;Western Europe;"Universidad Autonoma de Madrid";"2003-2025";"Cultural Studies (Q1); Education (Q2); Sociology and Political Science (Q2)";"Social Sciences"
118;5700161189;"Culture and Organization";journal;"14772760, 14759551";"Routledge";No;No;0,495;Q1;27;54;98;3712;174;93;1,79;68,74;65,94;0;13;United Kingdom;Western Europe;"Routledge";"2009-2025";"Cultural Studies (Q1); Organizational Behavior and Human Resource Management (Q3)";"Business, Management and Accounting; Social Sciences"
119;19700173011;"Modern Intellectual History";journal;"14792451, 14792443";"Cambridge University Press";No;No;0,495;Q1;29;52;178;7948;164;177;0,81;152,85;24,14;0;4;United Kingdom;Western Europe;"Cambridge University Press";"2004-2025";"Cultural Studies (Q1); History (Q1); Philosophy (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
120;5700168304;"Fashion Theory - Journal of Dress Body and Culture";journal;"1362704X";"Taylor and Francis Ltd.";No;No;0,492;Q1;40;64;155;2242;188;121;1,16;35,03;78,21;0;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2025";"Cultural Studies (Q1); Visual Arts and Performing Arts (Q1)";"Arts and Humanities; Social Sciences"
121;19700169948;"Fashion Practice";journal;"17569370, 17569389";"Routledge";No;No;0,491;Q1;18;31;77;1584;160;65;2,85;51,10;77,78;0;9;United Kingdom;Western Europe;"Routledge";"2015-2025";"Cultural Studies (Q1); Visual Arts and Performing Arts (Q1)";"Arts and Humanities; Social Sciences"
122;21100812553;"Filosofia Theoretica";journal;"22768386, 24085987";"Calabar School of Philosophy";No;No;0,488;Q1;14;15;93;420;58;92;0,73;28,00;12,50;0;3;South Africa;Africa;"Calabar School of Philosophy";"2014-2024";"Cultural Studies (Q1); Philosophy (Q1); Religious Studies (Q1); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
123;21101075508;"Journal of Applied Youth Studies";journal;"22049207, 22049193";"Springer Nature";No;No;0,480;Q1;10;45;66;2210;131;56;1,41;49,11;68,75;1;25;Singapore;Asiatic Region;"Springer Nature";"2020-2025";"Anthropology (Q1); Cultural Studies (Q1); Education (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2)";"Social Sciences"
124;10600153338;"Integrative Psychological and Behavioral Science";journal;"19324502, 19363567";"Springer New York";No;No;0,470;Q1;44;112;183;6687;273;182;1,59;59,71;34,01;1;6;United States;Northern America;"Springer New York";"1969, 1976, 2007-2025";"Anthropology (Q1); Cultural Studies (Q1); Philosophy (Q1); Applied Psychology (Q3); Experimental and Cognitive Psychology (Q3); Neuropsychology and Physiological Psychology (Q3); Social Psychology (Q3); Behavioral Neuroscience (Q4)";"Arts and Humanities; Neuroscience; Psychology; Social Sciences"
125;19700188330;"Communication and Critical/ Cultural Studies";journal;"14791420, 14794233";"Routledge";No;No;0,469;Q1;30;32;113;333;142;112;1,19;10,41;80,00;0;9;United States;Northern America;"Routledge";"2010-2024";"Cultural Studies (Q1); Communication (Q2)";"Social Sciences"
126;21100202940;"International Journal of Multicultural Education";journal;"19345267";"Eastern University";Yes;Yes;0,467;Q1;27;13;59;717;99;59;0,91;55,15;82,14;0;2;United States;Northern America;"Eastern University";"2007-2024";"Anthropology (Q1); Cultural Studies (Q1); Education (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
