Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
738;21101199381;"Journal of Philosophy in Schools";journal;"22042482";"University of Birmingham Library Services";Yes;Yes;0,129;Q4;4;16;33;499;8;28;0,19;31,19;63,16;0;1;United Kingdom;Western Europe;"University of Birmingham Library Services";"2020-2024";"Philosophy (Q3); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
739;21101189040;"Journal of Sustainable Development Law and Policy";journal;"24678392, 24678406";"Institute for Oil, Gas, Environment, Energy and Sustainable Development, Afe Babalola University";Yes;Yes;0,129;Q4;4;49;60;802;22;58;0,39;16,37;46,15;0;43;Nigeria;Africa;"Institute for Oil, Gas, Environment, Energy and Sustainable Development, Afe Babalola University";"2019-2024";"Development (Q4); Law (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
740;21100903489;"Radovi Zavoda za Znanstvenoistrazivacki i Umjetnicki Rad u Bjelovaru";journal;"18469787, 18487912";"Croatian Academy of Sciences and Arts";Yes;Yes;0,129;Q4;2;7;40;326;4;37;0,10;46,57;50,00;0;0;Croatia;Eastern Europe;"Croatian Academy of Sciences and Arts";"2018-2024";"History and Philosophy of Science (Q4); Multidisciplinary (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Multidisciplinary; Social Sciences"
741;16957;"Analise Social";journal;"00032573";"Instituto de Ciencias Sociais da Universidade de Lisboa";Yes;Yes;0,128;Q4;20;44;110;2623;20;103;0,22;59,61;41,89;0;9;Portugal;Western Europe;"Instituto de Ciencias Sociais da Universidade de Lisboa";"1977-1978, 1981-1984, 1990, 1993-1994, 1996-2024";"History (Q3); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
742;21100286804;"Avant";journal;"20827598, 20826710";"";Yes;Yes;0,128;Q4;14;23;69;844;11;67;0,10;36,70;65,38;0;6;Poland;Eastern Europe;"";"2010-2024";"Arts and Humanities (miscellaneous) (Q3); Cognitive Neuroscience (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Neuroscience; Social Sciences"
743;21101190206;"Journal of Islamic and Muslim Studies";journal;"24707074, 24707066";"Indiana University Press";No;No;0,128;Q4;3;5;31;28;8;26;0,26;5,60;60,00;0;0;United States;Northern America;"Indiana University Press";"2019-2024";"Anthropology (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
744;21101263031;"Humanimalia";journal;"21518645";"OpenJournals";Yes;Yes;0,127;Q4;3;15;26;621;8;23;0,31;41,40;57,14;0;2;Netherlands;Western Europe;"OpenJournals";"2020, 2022-2024";"Cultural Studies (Q3); Gender Studies (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
745;9500154013;"NWIG New West Indian Guide";journal;"22134360, 13822373";"Brill Academic Publishers";Yes;Yes;0,127;Q4;9;9;27;608;9;27;0,22;67,56;58,33;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"1977-1978, 2001-2002, 2007, 2011-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
746;21101152544;"Qui Parle: Critical Humanities and Social Sciences";journal;"19388020, 10418385";"Duke University Press";No;No;0,127;Q4;5;13;52;505;11;41;0,09;38,85;50,00;0;2;United States;Northern America;"Duke University Press";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
747;21101246230;"Health Problems of Civilization";journal;"23536942, 23540265";"Termedia Publishing House Ltd.";Yes;No;0,126;Q4;5;48;130;1488;29;115;0,24;31,00;59,20;0;18;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2020-2024";"Health (social science) (Q4); Immunology (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Medicine (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Immunology and Microbiology; Medicine; Social Sciences"
748;5000155902;"Radical Philosophy";journal;"0300211X";"Radical Philosophy";No;No;0,126;Q4;27;11;63;263;72;21;0,68;23,91;0,00;0;0;United Kingdom;Western Europe;"Radical Philosophy";"2006-2016, 2019-2024";"Arts and Humanities (miscellaneous) (Q3); Philosophy (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
749;21101068031;"Emotions: History, Culture, Society";journal;"22067485, 2208522X";"Brill Academic Publishers";No;No;0,125;Q4;6;24;42;1698;10;38;0,21;70,75;62,96;0;2;Netherlands;Western Europe;"Brill Academic Publishers";"2017-2025";"Cultural Studies (Q3); History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
750;21101028389;"Res Mobilis";journal;"22552057";"Universidad de Oviedo";Yes;Yes;0,125;Q4;2;32;96;1665;10;95;0,05;52,03;59,49;0;8;Spain;Western Europe;"Universidad de Oviedo";"2019-2025";"Visual Arts and Performing Arts (Q2); History (Q3); Anthropology (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
751;21101225422;"Studia Historiae Oeconomicae";journal;"00816485, 23537515";"Uniwersytet im. Adama Mickiewicza w Poznaniu";Yes;Yes;0,125;Q4;1;18;18;886;5;17;0,28;49,22;23,81;0;8;Poland;Eastern Europe;"Uniwersytet im. Adama Mickiewicza w Poznaniu";"2023-2024";"History (Q3); Economics and Econometrics (Q4); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
752;21101226103;"Acta Iadertina";journal;"18453392, 18491243";"University of Zadar";No;No;0,124;Q4;2;11;39;353;5;39;0,13;32,09;82,61;0;6;Croatia;Eastern Europe;"University of Zadar";"2020-2024";"Philosophy (Q3); Education (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
753;19700201134;"Hong Kong Journal of Social Sciences";journal;"10213619";"City University of Hong Kong Press";No;No;0,124;Q4;2;0;9;0;4;9;1,00;0,00;0,00;0;0;Hong Kong;Asiatic Region;"City University of Hong Kong Press";"2010-2014, 2016-2022";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
754;21101146416;"Journal on Ethnopolitics and Minority Issues in Europe";journal;"16175247";"European Centre for Minority Issues";Yes;Yes;0,124;Q4;3;14;31;746;17;30;0,70;53,29;40,00;0;4;Germany;Western Europe;"European Centre for Minority Issues";"2019-2024";"Cultural Studies (Q3); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
755;19900191875;"Sociedade e Cultura";journal;"19808194, 14158566";"Universidade Federal De Goias (UFG)";Yes;Yes;0,124;Q4;6;17;52;746;16;51;0,41;43,88;65,38;0;4;Brazil;Latin America;"Universidade Federal De Goias (UFG)";"2010-2024";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
756;26553;"Sri Lanka Journal of Social Sciences";journal;"02589710";"National Science Foundation";Yes;Yes;0,124;Q4;7;26;56;728;22;49;0,43;28,00;37,50;0;5;Sri Lanka;Asiatic Region;"National Science Foundation";"1978, 1980, 1993, 2004, 2006, 2008, 2010, 2012, 2014-2024";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
757;24253;"Actes de la Recherche en Sciences Sociales";journal;"03355322";"Editions du Seuil";No;No;0,123;Q4;24;16;20;947;3;20;0,15;59,19;40,91;0;0;France;Western Europe;"Editions du Seuil";"1984-1985, 2006-2020, 2022-2024";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
758;21101145683;"Mexico y la Cuenca del Pacifico";journal;"16650174, 20075308";"Universidad de Guadalajara";No;Yes;0,123;Q4;4;12;54;458;12;53;0,18;38,17;20,00;0;8;Mexico;Latin America;"Universidad de Guadalajara";"2019-2025";"Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
759;21101038533;"Middle Atlantic Review of Latin American Studies";journal;"24749621";"Middle Atlantic Council of Latin American Studies";Yes;Yes;0,123;Q4;5;17;51;568;4;48;0,15;33,41;14,29;0;5;United States;Northern America;"Middle Atlantic Council of Latin American Studies";"2017-2024";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
760;21101170295;"Osmanli Medeniyeti Arastirmalari Dergisi";journal;"24589519";"Selim Hilmi Ozkan";No;No;0,123;Q4;2;64;76;2854;6;76;0,06;44,59;10,45;0;12;Turkey;Middle East;"Selim Hilmi Ozkan";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
761;21100905397;"Czas Kultury";journal;"08672148";"Stowarzyszenie Czasu Kultury";No;No;0,122;Q4;1;34;198;556;2;121;0,00;16,35;64,52;0;5;Poland;Eastern Europe;"Stowarzyszenie Czasu Kultury";"2018-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
762;21101224872;"International Journal of Innovation";journal;"23189975";"Universidade Nove de Julho-UNINOVE";No;No;0,122;Q4;3;33;27;2112;20;25;0,74;64,00;31,51;0;17;Brazil;Latin America;"Universidade Nove de Julho-UNINOVE";"2023-2025";"Management of Technology and Innovation (Q4); Social Sciences (miscellaneous) (Q4)";"Business, Management and Accounting; Social Sciences"
763;21100854425;"Annals of the Fondazione Luigi Einaudi";journal;"25324969";"Casa Editrice Leo S. Olschki";No;No;0,121;Q4;7;0;84;0;15;69;0,04;0,00;0,00;0;0;Italy;Western Europe;"Casa Editrice Leo S. Olschki";"2017-2023";"History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
764;26780;"Archives de Sciences Sociales des Religions";journal;"03355985, 17775825";"Editions EHESS: Ecole des Hautes Etudes en Sciences Sociales";No;No;0,121;Q4;19;58;80;213;19;77;0,21;3,67;25,00;0;0;France;Western Europe;"Editions EHESS: Ecole des Hautes Etudes en Sciences Sociales";"1988, 1999, 2001-2024";"Religious Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
765;21101021441;"European Journal of American Studies";journal;"19919336";"European Association for American Studies";Yes;Yes;0,121;Q4;5;40;145;1388;32;140;0,16;34,70;72,97;0;4;France;Western Europe;"European Association for American Studies";"2018-2024";"Literature and Literary Theory (Q2); Cultural Studies (Q3); History (Q3); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
766;21101125543;"European Journal of Creative Practices in Cities and Landscapes";journal;"26120496";"Department of Architecture, University of Bologna";Yes;Yes;0,121;Q4;6;0;70;0;15;65;0,10;0,00;0,00;0;0;Italy;Western Europe;"Department of Architecture, University of Bologna";"2018-2023";"Cultural Studies (Q3); Architecture (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Engineering; Social Sciences"
767;5700162205;"Labour History Review";journal;"09615652, 17458188";"Liverpool University Press";No;No;0,121;Q4;9;9;37;1232;8;37;0,05;136,89;11,11;0;3;United Kingdom;Western Europe;"Liverpool University Press";"2009-2011, 2014-2024";"History (Q3); Organizational Behavior and Human Resource Management (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
768;21101194101;"Millenium: Journal of Education, Technologies, and Health";journal;"08733015, 1647662X";"Polytechnic Institute of Viseu";Yes;Yes;0,121;Q4;4;60;165;1426;29;154;0,10;23,77;76,61;0;21;Portugal;Western Europe;"Polytechnic Institute of Viseu";"2019-2025";"Education (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
769;21100903450;"Review of Korean Studies";journal;"27339351, 12290076";"The Academy of Korean Studies";Yes;Yes;0,121;Q4;3;27;84;648;9;72;0,09;24,00;38,10;0;3;South Korea;Asiatic Region;"The Academy of Korean Studies";"2018-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
770;21100792502;"Trashumante";journal;"23229675, 23229381";"Universidad de Antioquia";Yes;Yes;0,121;Q4;6;31;78;945;11;77;0,09;30,48;41,94;1;5;Colombia;Latin America;"Universidad de Antioquia";"2013-2025";"History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
771;21101219814;"Afrika Focus";journal;"2031356X, 0772084X";"Brill Academic Publishers";No;No;0,120;Q4;4;21;39;848;7;35;0,06;40,38;43,75;0;12;Netherlands;Western Europe;"Brill Academic Publishers";"2019-2025";"Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
772;21100384312;"Journal des Economistes et des Etudes Humaines";journal;"21945799, 21531552";"Walter de Gruyter GmbH";No;No;0,120;Q4;12;2;19;111;1;18;0,00;55,50;0,00;0;0;Germany;Western Europe;"Walter de Gruyter GmbH";"1995-1996, 1998-2004, 2009-2024";"Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Social Sciences"
773;21101041806;"Meridians";journal;"15478424, 15366936";"Duke University Press";No;No;0,120;Q4;6;28;79;997;30;73;0,47;35,61;89,29;0;9;United States;Northern America;"Duke University Press";"2019-2024";"Anthropology (Q4); Gender Studies (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
774;29730;"Lurralde: Investigacion y Espacio";journal;"16973070, 02115891";"Instituto Geografico Vasco Andres de Urdaneta";No;Yes;0,119;Q4;6;10;61;425;9;61;0,14;42,50;25,00;0;7;Spain;Western Europe;"Instituto Geografico Vasco Andres de Urdaneta";"1989-1995, 2006-2024";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
775;21101034122;"Espaces et Societes";journal;"00140481, 19618700";"ERES";No;No;0,118;Q4;4;30;97;865;25;92;0,15;28,83;42,42;0;1;France;Western Europe;"ERES";"1991, 2019-2024";"Demography (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Social Sciences"
776;21100869520;"Greek Review of Social Research";journal;"00139696, 22418512";"National Centre for Social Research";Yes;Yes;0,118;Q4;4;15;36;599;7;36;0,23;39,93;43,33;0;3;Greece;Western Europe;"National Centre for Social Research";"2018-2024";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
777;21101108508;"IAFOR Journal of Cultural Studies";journal;"21874905";"The International Academic Forum (IAFOR)";Yes;Yes;0,118;Q4;2;16;37;776;7;37;0,15;48,50;64,71;0;5;Japan;Asiatic Region;"The International Academic Forum (IAFOR)";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Anthropology (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
778;21101134368;"Japan Review";journal;"09150986, 24343129";"International Research Center for Japanese Studies";No;No;0,118;Q4;3;11;23;494;4;22;0,18;44,91;30,00;0;0;Japan;Asiatic Region;"International Research Center for Japanese Studies";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
779;5600152910;"Mens en Maatschappij";journal;"00259454";"Amsterdam University Press";No;No;0,118;Q4;6;26;108;688;12;106;0,05;26,46;52,50;0;7;Netherlands;Western Europe;"Amsterdam University Press";"2016-2024";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
780;21101192682;"Nuevo Derecho";journal;"20114540, 2500672X";"University Institution of Envigado";Yes;Yes;0,118;Q4;2;16;41;637;5;35;0,11;39,81;42,86;0;11;Colombia;Latin America;"University Institution of Envigado";"2019-2024";"Law (Q4); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
781;24329;"Women's Studies";journal;"00497878";"Taylor and Francis Ltd.";No;No;0,118;Q4;21;61;184;1860;48;169;0,27;30,49;70,00;0;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1972-1984, 1986-2025";"Arts and Humanities (miscellaneous) (Q3); Gender Studies (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
782;21101021796;"Iberoamericana - Nordic Journal of Latin American and Caribbean Studies";journal;"00468444, 20024509";"Stockholm University Press";Yes;Yes;0,117;Q4;5;11;28;532;8;28;0,32;48,36;55,56;0;8;Sweden;Western Europe;"Stockholm University Press";"2019-2025";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
783;21100228552;"International Journal for the History of Engineering and Technology";journal;"17581214, 17581206";"Taylor and Francis Ltd.";No;No;0,117;Q4;5;11;25;171;5;24;0,17;15,55;11,11;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2024";"Engineering (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Engineering; Social Sciences"
784;21100928943;"Journal of Contextual Economics-Schmollers Jahrbuch";journal;"25687603, 2568762X";"Duncker und Humblot GmbH";No;No;0,117;Q4;4;0;31;0;3;27;0,12;0,00;0,00;0;0;Germany;Western Europe;"Duncker und Humblot GmbH";"2018, 2020-2022";"Economics, Econometrics and Finance (miscellaneous) (Q4); Management, Monitoring, Policy and Law (Q4); Social Sciences (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
785;21101045757;"Journal of Magazine Media";journal;"25767887, 25767895";"University of Nebraska Press";No;No;0,117;Q4;5;6;37;208;1;24;0,04;34,67;0,00;0;1;United States;Northern America;"University of Nebraska Press";"2017-2024";"Cultural Studies (Q3); History (Q3); Communication (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
786;5600153192;"Annales";journal;"03952649";"Armand Colin Paris";No;No;0,116;Q4;25;16;185;506;17;177;0,03;31,63;35,29;0;0;France;Western Europe;"Armand Colin Paris";"1968, 1970, 1973-1993, 1995-1997, 1999-2024";"History (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
787;21100409378;"Balkan Studies Library";book series;"18776272";"Brill Academic Publishers";No;No;0,116;Q4;6;15;24;795;0;2;0,00;53,00;0,00;0;3;Netherlands;Western Europe;"Brill Academic Publishers";"2011-2024";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
788;21100427186;"Brill's Indological Library";book series;"09252916";"Brill Academic Publishers";No;No;0,116;Q4;7;21;3;1230;0;2;0,00;58,57;50,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2005, 2007-2017, 2020, 2022-2024";"History (Q3); Linguistics and Language (Q3); Philosophy (Q3); Religious Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
789;21100426086;"Brill's Japanese Studies Library";book series;"09256512";"Brill Academic Publishers";No;No;0,116;Q4;3;31;18;2058;0;2;0,00;66,39;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2021, 2023-2025";"History (Q3); Linguistics and Language (Q3); Literature and Literary Theory (Q3); Philosophy (Q3); Visual Arts and Performing Arts (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
790;21100407618;"Brill's Series on the Early Middle Ages";book series;"18784879";"Brill Academic Publishers";No;No;0,116;Q4;6;1;2;1164;0;2;0,00;1164,00;0,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2008-2014, 2016, 2020, 2022, 2024-2025";"Classics (Q2); Archeology (arts and humanities) (Q3); Cultural Studies (Q3); History (Q3); Linguistics and Language (Q3); Literature and Literary Theory (Q3); Philosophy (Q3); Visual Arts and Performing Arts (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
791;22347;"Historical Records of Australian Science";journal;"07273061, 14485508";"CSIRO Publishing";No;No;0,116;Q4;10;11;42;594;5;36;0,14;54,00;8,33;0;5;Australia;Pacific Region;"CSIRO Publishing";"1980-1983, 1985-1987, 1989, 1996, 1998, 2000-2002, 2004-2024";"Arts and Humanities (miscellaneous) (Q3); Demography (Q4); History and Philosophy of Science (Q4); Human Factors and Ergonomics (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
792;21100407611;"International Comparative Social Studies";book series;"15684474";"Brill Academic Publishers";No;No;0,116;Q4;10;46;19;2472;3;2;0,00;53,74;0,00;0;9;Netherlands;Western Europe;"Brill Academic Publishers";"2006-2013, 2015-2021, 2023-2025";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)";"Social Sciences"
793;21101267123;"International Journal of Social Imaginaries";journal;"27727858, 27727866";"Brill Academic Publishers";No;No;0,116;Q4;2;5;21;143;7;16;0,33;28,60;25,00;0;1;Netherlands;Western Europe;"Brill Academic Publishers";"2022-2024";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
794;5600156898;"Journal of Social Structure";journal;"15291227";"Sciendo";Yes;Yes;0,116;Q4;9;0;2;0;0;2;0,00;0,00;0,00;0;0;United States;Northern America;"Sciendo";"2012-2020, 2022";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
795;21100407317;"Sinica Leidensia";book series;"01699563";"Brill Academic Publishers";No;No;0,116;Q4;10;15;18;4348;1;2;0,06;289,87;25,00;0;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007-2021, 2023-2025";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
796;21100828949;"Studies in Systems, Decision and Control";book series;"21984182, 21984190";"Springer International Publishing AG";Yes;No;0,116;Q4;46;2464;4046;78904;3117;2;0,60;32,02;0,00;0;1113;Switzerland;Western Europe;"Springer International Publishing AG";"2014-2025";"Automotive Engineering (Q4); Computer Science (miscellaneous) (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Decision Sciences (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Computer Science; Decision Sciences; Economics, Econometrics and Finance; Engineering; Mathematics; Social Sciences"
797;21101066733;"Yillik: Annual of Istanbul Studies";journal;"26875012, 26875691";"Suna ve Inan Kirac Vakfi Kultur Sanat Isletmesi";No;No;0,116;Q4;4;0;37;0;15;34;0,50;0,00;0,00;0;0;Turkey;Middle East;"Suna ve Inan Kirac Vakfi Kultur Sanat Isletmesi";"2019-2023";"Archeology (arts and humanities) (Q3); Arts and Humanities (miscellaneous) (Q3); History (Q3); Visual Arts and Performing Arts (Q3); Anthropology (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Urban Studies (Q4)";"Arts and Humanities; Social Sciences"
798;21101259654;"Contemporary Social Sciences";journal;"20960212";"Sichuan Academy of Social Sciences";Yes;Yes;0,115;Q4;3;52;174;1596;25;159;0,17;30,69;25,25;0;24;China;Asiatic Region;"Sichuan Academy of Social Sciences";"2020-2024";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
799;60486;"Himalaya";journal;"19352212";"Nepal Studies Association";Yes;No;0,115;Q4;14;0;72;0;12;61;0,13;0,00;0,00;0;0;United States;Northern America;"Nepal Studies Association";"1981, 2006, 2008-2011, 2013-2023";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
800;21101253648;"IdeAs";journal;"19505701";"Institut des Ameriques";Yes;Yes;0,115;Q4;4;38;171;1400;15;162;0,09;36,84;50,00;0;5;France;Western Europe;"Institut des Ameriques";"2020-2024";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
801;5700162922;"Sistema";journal;"02100223";"Fundacion Sistema";No;No;0,115;Q4;3;14;45;0;6;44;0,12;0,00;27,27;0;9;Spain;Western Europe;"Fundacion Sistema";"2015-2024";"Social Sciences (miscellaneous) (Q4)";"Social Sciences"
802;21100815491;"Studia Orientalia Slovaca";journal;"13363786";"Comenius University in Bratislava";No;No;0,115;Q4;4;9;33;323;14;32;0,44;35,89;60,00;0;1;Slovakia;Eastern Europe;"Comenius University in Bratislava";"2016-2024";"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
803;19700166523;"Synthesiology";journal;"18830978, 18832318";"Nat. Inst. of Adv. Industrial Science and Technology (AIST)";No;No;0,115;Q4;11;0;14;0;1;13;0,00;0,00;0,00;0;0;Japan;Asiatic Region;"Nat. Inst. of Adv. Industrial Science and Technology (AIST)";"2008-2019, 2021";"Engineering (miscellaneous) (Q4); Multidisciplinary (Q4); Social Sciences (miscellaneous) (Q4)";"Engineering; Multidisciplinary; Social Sciences"
804;13131;"Columbia Journal of Law and Social Problems";journal;"00101923";"Columbia Law Review Association";No;No;0,114;Q4;14;20;43;5121;12;43;0,25;256,05;40,00;0;12;United States;Northern America;"Columbia Law Review Association";"1973, 1975-1976, 1978, 1980, 1985-1986, 1989-1990, 1992-2024";"Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
805;145698;"Cyprus Review";journal;"10152881";"University of Nicosia";No;No;0,114;Q4;19;10;42;458;10;33;0,21;45,80;50,00;0;4;Cyprus;Western Europe;"University of Nicosia";"1996-2024";"Economics and Econometrics (Q4); Law (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Economics, Econometrics and Finance; Social Sciences"
806;19900189254;"International Journal of Technology, Knowledge and Society";journal;"28350391, 18323669";"Common Ground Research Networks";No;No;0,114;Q4;10;10;9;543;2;9;0,25;54,30;52,17;0;6;United States;Northern America;"Common Ground Research Networks";"2008-2014, 2016-2025";"Computer Science Applications (Q4); Education (Q4); Engineering (miscellaneous) (Q4); Library and Information Sciences (Q4); Social Sciences (miscellaneous) (Q4)";"Computer Science; Engineering; Social Sciences"
807;21101082209;"Revista Brasileira de Ciencias Policiais";journal;"23186917, 21780013";"National Police Academy";Yes;Yes;0,114;Q4;2;0;122;0;12;113;0,09;0,00;0,00;0;0;Brazil;Latin America;"National Police Academy";"2019-2023";"Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
808;21101265945;"Suranaree Journal of Social Science";journal;"2651088X";"Suranaree University of Technology";No;No;0,114;Q4;2;16;48;603;7;48;0,16;37,69;58,82;0;10;Thailand;Asiatic Region;"Suranaree University of Technology";"2020-2024";"Philosophy (Q3); Management Information Systems (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
809;21101102040;"Baltic Worlds";journal;"20017308, 20002955";"Sodertorn University Centre for Baltic and East European Studies";Yes;Yes;0,113;Q4;5;11;137;428;14;102;0,08;38,91;45,45;0;1;Sweden;Western Europe;"Sodertorn University Centre for Baltic and East European Studies";"2019-2024";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
